DateTime,LinearLevelRange (W),LinearLevelPower (% Scale),Linear Power (W),Linear Power (MW),SafetyLevelPower (% 1MW),LogNPower (W),LogNPower (MW),Safety1Position (in),Safety2Position (in),RegPosition (in)
9:17:31 AM,3,38.80017164,116.4005149,0.000116401,1.22544479,127.8050672,0.000127805,15.50790899,15.50422097,15.51633665
9:17:32 AM,3,38.77962482,116.3388745,0.000116339,1.24466503,128.7710501,0.000128771,15.5089382,15.50116081,15.51633665
9:17:33 AM,3,38.8371559,116.5114677,0.000116511,1.19084835,127.9655596,0.000127966,15.50790899,15.50524102,15.5142985
9:17:34 AM,3,38.76729674,116.3018902,0.000116302,1.16778406,128.4482473,0.000128448,15.50790899,15.50524102,15.5142985
9:17:35 AM,3,38.804281,116.412843,0.000116413,1.1870043,128.7710501,0.000128771,15.50790899,15.50218086,15.51735572
9:17:36 AM,3,38.63168777,115.8950633,0.000115895,0.84872804,127.5647058,0.000127565,15.50687978,15.50524102,15.51531758
9:17:37 AM,3,38.84537463,116.5361239,0.000116536,1.16778406,127.644776,0.000127645,15.50996741,15.50422097,15.51633665
9:17:38 AM,3,38.7385312,116.2155936,0.000116216,1.16778406,127.9655596,0.000127966,15.50790899,15.50320092,15.51226036
9:17:39 AM,3,38.87414016,116.6224205,0.000116622,1.19853645,128.6095474,0.00012861,15.50790899,15.50728113,15.51531758
9:17:40 AM,3,38.83304654,116.4991396,0.000116499,1.18316025,129.1756947,0.000129176,15.50687978,15.50524102,15.5142985
9:17:41 AM,3,38.75496865,116.264906,0.000116265,1.1793162,129.4190915,0.000129419,15.50687978,15.50524102,15.51531758
9:17:42 AM,3,38.79195291,116.3758587,0.000116376,1.19084835,127.8050672,0.000127805,15.50687978,15.50728113,15.5142985
9:17:43 AM,3,38.82893717,116.4868115,0.000116487,1.22160074,128.1262536,0.000128126,15.50996741,15.50524102,15.5142985
9:17:44 AM,3,38.78373419,116.3512026,0.000116351,1.23313288,128.6902734,0.00012869,15.5089382,15.50218086,15.51531758
9:17:45 AM,3,38.78373419,116.3512026,0.000116351,1.21775669,129.0946642,0.000129095,15.50687978,15.50524102,15.5142985
9:17:46 AM,3,38.76318737,116.2895621,0.00011629,1.21775669,127.7248965,0.000127725,15.50585057,15.50320092,15.51531758
9:17:47 AM,3,38.82893717,116.4868115,0.000116487,1.25619717,128.3676731,0.000128368,15.50790899,15.50626108,15.51633665
9:17:48 AM,3,38.86181208,116.5854362,0.000116585,1.31001385,128.5288721,0.000128529,15.5089382,15.50320092,15.51633665
9:17:50 AM,3,38.77551546,116.3265464,0.000116327,1.28694956,128.6902734,0.00012869,15.50996741,15.50422097,15.51633665
9:17:50 AM,3,38.85359335,116.5607801,0.000116561,1.3138579,128.0458814,0.000128046,15.50687978,15.50524102,15.51327943
9:17:51 AM,3,38.88646825,116.6594048,0.000116659,1.33692219,128.4482473,0.000128448,15.50585057,15.50320092,15.5142985
9:17:53 AM,3,38.95632742,116.8689823,0.000116869,1.34076624,128.6902734,0.00012869,15.5089382,15.50320092,15.51837479
9:17:54 AM,3,38.89057761,116.6717328,0.000116672,1.2984817,129.1756947,0.000129176,15.51511346,15.50320092,15.51531758
9:17:55 AM,3,38.91112443,116.7333733,0.000116733,1.3138579,128.2871494,0.000128287,15.50482136,15.50728113,15.51226036
9:17:56 AM,3,39.00153041,117.0045912,0.000117005,1.33307814,129.0136845,0.000129014,15.50687978,15.50422097,15.51633665
9:17:57 AM,3,38.91112443,116.7333733,0.000116733,1.28310551,128.2871494,0.000128287,15.51511346,15.50524102,15.5142985
9:17:58 AM,3,38.7714061,116.3142183,0.000116314,1.24082098,128.2871494,0.000128287,15.5089382,15.50320092,15.51735572
9:17:59 AM,3,38.91112443,116.7333733,0.000116733,1.23697693,128.6902734,0.00012869,15.51202583,15.50422097,15.51633665
9:18:00 AM,3,38.5741567,115.7224701,0.000115722,0.80259946,126.8463306,0.000126846,15.50996741,15.50422097,15.51327943
9:18:01 AM,3,38.74674992,116.2402498,0.00011624,1.22544479,129.4190915,0.000129419,15.50585057,15.50524102,15.51226036
9:18:02 AM,3,38.75907801,116.277234,0.000116277,1.21006859,130.6429723,0.000130643,15.50585057,15.50320092,15.5142985
9:18:03 AM,3,38.54950053,115.6485016,0.000115649,0.80644351,127.0853384,0.000127085,15.50996741,15.50422097,15.51633665
9:18:04 AM,3,38.71798439,116.1539532,0.000116154,1.11781143,128.9327556,0.000128933,15.51614267,15.50524102,15.5142985
9:18:05 AM,3,38.52895371,115.5868611,0.000115587,0.78337921,127.1651077,0.000127165,15.50790899,15.50422097,15.51633665
9:18:06 AM,3,38.67689076,116.0306723,0.000116031,1.00633403,128.0458814,0.000128046,15.5089382,15.50422097,15.51531758
9:18:07 AM,3,38.74264056,116.2279217,0.000116228,0.97558164,128.1262536,0.000128126,15.51305504,15.50422097,15.5142985
9:18:08 AM,3,38.59881287,115.7964386,0.000115796,0.9409852,128.1262536,0.000128126,15.50790899,15.50524102,15.51837479
9:18:09 AM,3,38.7714061,116.3142183,0.000116314,1.29079361,128.2871494,0.000128287,15.50482136,15.50524102,15.51531758
9:18:10 AM,3,38.64401586,115.9320476,0.000115932,0.88332447,127.0056192,0.000127006,15.50687978,15.50626108,15.5142985
9:18:11 AM,3,38.6070316,115.8210948,0.000115821,0.87179233,126.7667613,0.000126767,15.50790899,15.50320092,15.5142985
9:18:12 AM,3,38.42621966,115.278659,0.000115279,0.8218197,126.8463306,0.000126846,15.5089382,15.50320092,15.51531758
9:18:14 AM,3,38.41800093,115.2540028,0.000115254,0.84488399,127.5647058,0.000127565,15.50996741,15.50524102,15.5142985
9:18:14 AM,3,38.80017164,116.4005149,0.000116401,1.12934358,129.1756947,0.000129176,15.51511346,15.50626108,15.5142985
9:18:16 AM,3,41.12196212,123.3658864,0.000123366,0.77569112,133.5438931,0.000133544,15.59333342,15.61744686,15.6172247
9:18:17 AM,3,46.56687418,139.7006225,0.000139701,1.07937095,153.4085533,0.000153409,15.72507232,15.75821422,15.76091379
9:18:18 AM,3,51.30087221,153.9026166,0.000153903,0.75647087,168.549182,0.000168549,15.77756205,15.82553776,15.82409624
9:18:19 AM,3,54.33770262,163.0131079,0.000163013,1.26388527,180.1412287,0.000180141,15.791971,15.83165808,15.83122975
9:18:20 AM,3,60.09905906,180.2971772,0.000180297,1.25235312,197.5480141,0.000197548,15.88562916,15.93570357,15.92804159
9:18:21 AM,3,66.1768511,198.5305533,0.000198531,0.90638877,219.2350513,0.000219235,15.90621338,15.94590411,15.94740396
9:18:22 AM,3,71.17388384,213.5216515,0.000213522,1.28310551,236.528888,0.000236529,15.90415495,15.95406454,15.94536582
9:18:23 AM,3,72.92860099,218.785803,0.000218786,0.96020544,241.9327694,0.000241933,15.9082718,15.95508459,15.93823231
9:18:24 AM,3,75.00796313,225.0238894,0.000225024,1.23313288,249.6435797,0.000249644,15.90415495,15.943864,15.93619417
9:18:25 AM,3,77.65853632,232.975609,0.000232976,1.25619717,259.7100709,0.00025971,15.90518417,15.92958324,15.93517509
