Power,Reactivity,Power Coefficient,Power Defect
21.28030351,1.57295202,0,0
46.07244541,0.008046080532327993,-0.06312104640977681,-1.5649059394676723
97.03191329,0.026503927127508885,0.0003622064233214848,0.01845784659518089
203.460836,0.01996203441809013,-0.00006146724539573005,-0.006541892709418756
417.3588128,0.022772467756410633,0.000013139130067360715,0.0028104333383205046
903.0310362,0.01996203441809013,-0.000005786687405439347,-0.0028104333383205046
1871.08228,0.022772467756410633,0.0000029031865372006504,0.0028104333383205046
3898.848903,0.01996203441809013,-0.0000013859747499752118,-0.0028104333383205046
7957.700563,0.022772467756410633,6.92420806115517e-7,0.0028104333383205046
16029.37697,0.022772467756410633,0,0
35497.41026,0.017769086604174835,-2.5700496181120915e-7,-0.005003381152235798
72542.96244,0.01996203441809013,5.9195981295136765e-8,0.0021929478139152934
152495.8959,0.014568265873180062,-6.746179672830315e-8,-0.005393768544910067
305896.7211,0.010709846110740686,-2.515253589678457e-8,-0.0038584197624393756
613154.3823,0.0019006300762155516,-2.867045202427367e-8,-0.008809216034525134
