Time,Corrected Power,Doubling Time,Reactivity,Power Coefficient,Power Defect
31935,7320.535828,6,0.026503927127508885,0,0
31936,7957.700563,6,0.026503927127508885,0,0
31937,8542.441031,7,0.022772467756410633,-0.000006381394097557573,-0.0037314593710982523
31938,9587.935257,6,0.026503927127508885,0.000003569086541371541,0.0037314593710982523
31939,10979.65668,6,0.026503927127508885,0,0
31940,11749.53297,6,0.026503927127508885,0,0
31941,13170.99931,6,0.026503927127508885,0,0
31942,14326.36588,7,0.022772467756410633,-0.000003229675730619635,-0.0037314593710982523
31943,16029.37697,6,0.026503927127508885,0.000002191095168439715,0.0037314593710982527
31944,17534.22746,6,0.026503927127508885,0,0
31945,19557.11038,6,0.026503927127508885,0,0
31946,21312.75545,7,0.022772467756410633,-0.000002125406458777142,-0.0037314593710982527
31947,23966.26828,6,0.026503927127508885,0.0000014062337776969605,0.0037314593710982523
31949,25905.53861,8,0.01996203441809013,-0.0000033733784342581876,-0.006541892709418757
31949,28785.62314,6,0.026503927127508885,0.0000022714238562361766,0.006541892709418757
31951,31905.72295,8,0.01996203441809013,-0.0000020966934097594645,-0.006541892709418757
31952,35497.41026,7,0.022772467756410633,7.824827429981667e-7,0.0028104333383205046
31953,38177.61397,8,0.01996203441809013,-0.0000010485894515534803,-0.0028104333383205046
31954,42903.94105,7,0.022772467756410633,5.946336956266055e-7,0.0028104333383205046
31955,45768.48978,8,0.01996203441809013,-9.811085805199419e-7,-0.0028104333383205046
31956,50633.97912,7,0.022772467756410633,5.77626039628833e-7,0.0028104333383205046
31957,54799.85368,8,0.01996203441809013,-6.74632252566075e-7,-0.0028104333383205046
31958,61700.0377,7,0.022772467756410633,4.0729831699771167e-7,0.0028104333383205046
31959,65243.85293,7,0.022772467756410633,0,0
31960,72542.96244,7,0.022772467756410633,0,0
31961,77289.35812,7,0.022772467756410633,0,0
31962,84757.86293,8,0.01996203441809013,-3.7630468344312486e-7,-0.0028104333383205046
31963,93357.22719,7,0.022772467756410633,3.268187337281726e-7,0.0028104333383205046
31964,99465.48056,8,0.01996203441809013,-4.6010425044311947e-7,-0.0028104333383205046
31965,106707.4019,8,0.01996203441809013,0,0
31967,116286.6074,9,0.017769086604174835,-2.2892794333677196e-7,-0.0021929478139152934
31967,123197.3852,9,0.017769086604174835,0,0
31969,133668.4861,9,0.017769086604174835,0,0
31970,144212.8312,10,0.016010264176973567,-1.6680243396067067e-7,-0.0017588224272012676
31971,152495.8959,10,0.016010264176973567,0,0
31972,161862.9803,10,0.016010264176973567,0,0
31973,173321.4022,10,0.016010264176973567,0,0
31974,182473.0896,11,0.014568265873180062,-1.5756638538522488e-7,-0.0014419983037935059
31975,194412.1224,11,0.014568265873180062,0,0
31976,204420.7342,11,0.014568265873180062,0,0
31977,216569.2496,10,0.016010264176973567,1.1869749152999431e-7,0.0014419983037935059
31978,225019.6892,11,0.014568265873180062,-1.706418094265189e-7,-0.0014419983037935059
31979,237347.5412,12,0.013364558634563336,-9.76412791633712e-8,-0.0012037072386167254
31980,246763.5403,11,0.014568265873180062,1.278363799564007e-7,0.0012037072386167254
31981,258330.0774,12,0.013364558634563336,-1.0406807398013047e-7,-0.0012037072386167254
31982,267401.3485,12,0.013364558634563336,0,0
31983,280638.7668,13,0.012344583780731692,-7.705240030313517e-8,-0.0010199748538316442
31984,289220.2147,13,0.012344583780731692,0,0
31985,294185.0577,14,0.011469257163603476,-1.7630499436300743e-7,-0.0008753266171282158
31986,305896.7211,14,0.011469257163603476,0,0
31987,316868.7025,15,0.010709846110740686,-6.921366571609309e-8,-0.0007594110528627904
31988,324758.668,15,0.010709846110740686,0,0
31989,332936.2897,16,0.010044755246634606,-8.133059812562359e-8,-0.0006650908641060802
31991,343415.1535,18,0.008935011143700822,-1.0590309446848474e-7,-0.001109744102933784
31991,353606.3642,17,0.009457439909284505,5.126267927947791e-8,0.0005224287655836834
31993,360510.0888,19,0.008467278852389709,-1.434241824905347e-7,-0.000990161056894796
31994,369838.3373,19,0.008467278852389709,0,0
31995,376536.5962,20,0.008046080532327993,-6.288176171597595e-8,-0.00042119832006171613
31996,384590.9455,21,0.007664800866807611,-4.733835736679368e-8,-0.00038127966552038185
31997,391330.3002,21,0.007664800866807611,0,0
31998,397371.0641,22,0.007318021728125146,-5.740650428043775e-8,-0.000346779138682465
31999,405096.6681,23,0.0070012630775219235,-4.100115027941155e-8,-0.00031675865060322266
32000,412863.3671,23,0.0070012630775219235,0,0
32001,419684.9135,24,0.006710788363785182,-4.258194501715025e-8,-0.00029047471373674135
32002,425068.1829,25,0.006443456434864865,-4.9659771610225914e-8,-0.0002673319289203174
32003,431560.9819,26,0.0061966074891040565,-3.801887995621122e-8,-0.00024684894576080824
32004,436779.8782,26,0.0061966074891040565,0,0
32006,443026.1171,28,0.005755612246959677,-7.06017251668648e-8,-0.00044099524214437965
32006,449066.8886,28,0.005755612246959677,0,0
32008,453422.8197,29,0.005557844127772097,-4.540203108069836e-8,-0.00019776811918758002
32009,457819.845,30,0.0053732155113750315,-4.198943690341428e-8,-0.00018462861639706538
32010,463120.9322,31,0.005200459037001558,-3.258887617873424e-8,-0.00017275647437347327
32011,468586.395,32,0.005038465256530847,-2.96395358268124e-8,-0.00016199378047071153
32012,473764.2027,33,0.004886258782654495,-2.93959302266771e-8,-0.00015220647387635157
32013,477791.3869,33,0.004886258782654495,0,0
32014,482928.1022,34,0.00474297863349799,-2.7893340547120398e-8,-0.00014328014915650483
32015,486667.6314,35,0.004607861936864924,-3.613200737490349e-8,-0.00013511669663306657
32016,491557.7855,36,0.004480230342704646,-2.6099708015393264e-8,-0.00012763159416027785
32017,494968.5657,36,0.004480230342704646,0,0
32018,499036.8461,37,0.004359478632856814,-2.9681265295241375e-8,-0.0001207517098478321
32019,502118.8771,38,0.004245065124403653,-3.712276367536927e-8,-0.00011441350845316049
32021,506310.4397,40,0.004033356126978756,-5.050837065511018e-8,-0.00021170899742489757
32022,509803.4089,41,0.003935227701741532,-2.809312639722776e-8,-0.00009812842523722332
32023,512433.4095,42,0.0038417606459069226,-3.553879639214104e-8,-0.0000934670558346098
32024,516255.1294,43,0.0037526305235220173,-2.332199237963675e-8,-0.00008913012238490536
32025,519131.6931,43,0.0037526305235220173,0,0
32026,522583.5699,44,0.0036675423240419298,-2.4649836714939194e-8,-0.00008508819948008749
32027,525172.4778,45,0.00358622720029424,-3.140904461981444e-8,-0.00008131512374768982
32028,528418.8863,46,0.0035084396309773016,-2.3961115588792327e-8,-0.00007778756931693838
32029,531459.8263,47,0.003433954944602005,-2.4493967778153436e-8,-0.00007448468637529654
32030,533925.4535,48,0.003362567152279177,-2.8953197921741115e-8,-0.00007138779232282802
32031,536760.925,48,0.003362567152279177,0,0
32032,539966.2409,49,0.0032940870453241986,-2.136454224526822e-8,-0.0000684801069549784
32033,542062.0246,50,0.0032283405206805357,-3.137085408368336e-8,-0.00006574652464366292
32035,544527.6526,52,0.003104418636655735,-5.025976506788512e-8,-0.00012392188402480077
32036,546500.1552,53,0.0030459581261800136,-2.9637735572932145e-8,-0.00005846051047572135
32037,549541.0969,54,0.002989658704463046,-1.8513811598876777e-8,-0.00005629942171696745
32038,552499.8513,55,0.0029354027139162696,-1.8337443130385204e-8,-0.00005425599054677656
32039,555047.6678,56,0.0028830808856605957,-2.0535948431008397e-8,-0.00005232182825567381
32040,558252.9857,57,0.00283259160499984,-1.57517233035629e-8,-0.00005048928066075583
32041,560184.3953,58,0.0027838402527451643,-2.5241332679859965e-8,-0.000048751352254675605
32042,563266.4322,58,0.0027838402527451643,0,0
32043,564827.9977,59,0.0027367386134069436,-3.016308911680199e-8,-0.000047101639338220727
32044,567375.8153,60,0.0026912043424661826,-1.7871872358821836e-8,-0.000045534270940761
32045,570005.8207,61,0.0026471604859572844,-1.6746679116665624e-8,-0.00004404385650889822
32046,572430.3572,62,0.002604535046465828,-1.7580861121891802e-8,-0.00004262543949145638
32048,574690.5185,64,0.002523273891977154,-3.595369697227925e-8,-0.00008126115448867403
32048,577320.5247,64,0.002523273891977154,0,0
32050,579950.531,65,0.0024845156101298356,-1.4736953994109526e-8,-0.000038758281847318336
32051,581512.0974,66,0.002446929994595691,-2.406917537041292e-8,-0.000037585615534144624
32052,583484.6024,67,0.002410464618392709,-1.8486835877719815e-8,-0.00003646537620298181
32053,585580.3892,68,0.002375070133822417,-1.688839941653038e-8,-0.0000353944845702921
32054,587593.9884,69,0.002340700049665444,-1.7068979843144684e-8,-0.000034370084156973204
32055,589319.9306,69,0.002340700049665444,0,0
32056,591415.7178,70,0.002307310527446585,-1.5931733058994982e-8,-0.000033389522218858856
32057,592977.2848,71,0.002274860194892015,-2.0780621359550555e-8,-0.00003245033255457009
32058,595237.4478,72,0.0022433099749095482,-1.3959267531796375e-8,-0.000031550219982466685
32059,596757.9211,73,0.002212622928605559,-2.0182561774671103e-8,-0.00003068704630398945
32060,598730.4272,74,0.0021827641110125817,-1.5137503297443325e-8,-0.000029858817592977056
32061,599798.8681,75,0.0021537004383429133,-2.7201946939386492e-8,-0.00002906367266966841
32063,601853.5622,77,0.002097834774353617,-2.71892852514124e-8,-0.000055865663989296266
32063,603250.7542,77,0.002097834774353617,0,0
32065,604237.0075,79,0.002044794074423709,-5.37799974204488e-8,-0.00005304069992990816
32066,606497.1713,80,0.0020192669608826634,-1.129436439121997e-8,-0.000025527113541045504
32067,607894.3636,81,0.0019943693472757595,-1.7819747222271367e-8,-0.000024897613606903856
32068,608921.711,82,0.001970078231962637,-2.3644499721440983e-8,-0.0000242911153131224
32069,610277.8095,83,0.001946371720444052,-1.74814082594928e-8,-0.00002370651151858516
32070,611716.0959,84,0.001923228959541192,-1.6090509444336107e-8,-0.0000231427609028599
32071,613154.3823,84,0.001923228959541192,0,0
32072,614592.6689,85,0.0019006300762155516,-1.5712364507630533e-8,-0.00002259888332564047
32073,615414.5469,86,0.0018785561206520853,-2.6857946755441475e-8,-0.000022073955563466302
32074,616606.2702,87,0.001856989013263028,-1.8097411864865037e-8,-0.000021567107389057393
32075,617839.0874,88,0.0018359114953008736,-1.7097034306590982e-8,-0.000021077517962154275
32076,619195.1863,89,0.0018153070827969752,-1.5193886304235428e-8,-0.000020604412503898465
32078,619934.8767,91,0.0017754552570503476,-5.387635928034661e-8,-0.00003985182574662758
32078,621373.1636,91,0.0017754552570503476,0,0
32080,622112.854,93,0.0017373155951599,-5.15616559177238e-8,-0.000038139661890447584
32081,623181.2958,94,0.0017188537107762128,-1.7279260680075096e-8,-0.00001846188438368716
32082,624373.0194,95,0.0017007800773855678,-1.516596079044219e-8,-0.000018073633390645015
32083,625235.9917,96,0.0016830825751267587,-2.05076133484338e-8,-0.00001769750225880909
32084,626633.185,97,0.001665749583397398,-1.2405578905481516e-8,-0.000017332991729360637
32085,627372.8755,98,0.0016487699554082265,-2.2955044020673067e-8,-0.000016979627989171598
32086,628564.5993,99,0.0016321329942779886,-1.3960416944125297e-8,-0.000016636961130237892
32087,629222.1021,100,0.0016158284305611396,-2.479770993651827e-8,-0.000016304563716848996
32088,630167.2624,101,0.0015998464011091863,-1.6909332154507064e-8,-0.00001598202945195335
32089,631235.7045,102,0.0015841774291742202,-1.4665251336470405e-8,-0.000015668971934966035
32090,632427.4284,103,0.0015688124056703191,-1.2893106787487728e-8,-0.000015365023503901122
32091,633043.8374,104,0.001553742571514947,-2.4447784109856377e-8,-0.000015069834155372094
32093,634399.9371,105,0.0015389595009784353,-1.0901167913031397e-8,-0.000014783070536511728
32093,635756.0369,105,0.0015389595009784353,0,0
32095,636125.8824,107,0.0015102215212339635,-7.770266163700135e-8,-0.00002873797974447178
32096,637481.9823,108,0.0014962512902935913,-1.030177123408965e-8,-0.000013970230940372162
32097,638591.5186,109,0.00148253715226574,-1.2360242767949323e-8,-0.000013714138027851258
32098,639824.3368,110,0.0014690721293213467,-1.0922148086710876e-8,-0.000013465022944393397
32099,640605.1217,111,0.0014558494948519126,-1.693505403272342e-8,-0.000013222634469434039
32100,641632.4703,112,0.001442862762264592,-1.2641018430667369e-8,-0.000012986732587320655
32101,642084.5037,113,0.0014301056743716814,-2.822156038228989e-8,-0.000012757087892910574
32102,643481.6979,114,0.0014175721933380623,-8.97046454502806e-9,-0.00001253348103361909
32103,643892.6374,115,0.0014052564911526475,-2.996962371691071e-8,-0.000012315702185414787
32104,644714.5163,116,0.0013931529405922592,-1.4726683651798591e-8,-0.000012103550560388365
32105,645248.7377,117,0.0013812561066484765,-2.2269482173087474e-8,-0.000011896833943782692
32106,646358.2744,118,0.0013695607383900396,-1.0540767383753564e-8,-0.000011695368258436917
32107,647015.7776,119,0.0013580617612351908,-1.7488853521698668e-8,-0.000011498977154848766
32108,647591.093,120,0.0013467542696100683,-1.9654421948592334e-8,-0.000011307491625122453
32109,648125.3144,121,0.0013356335199708421,-2.0816743094202933e-8,-0.000011120749639226225
32111,649358.133,123,0.0013139340431383996,-1.760151642134739e-8,-0.000021699476832442475
32112,650180.0122,123,0.0013139340431383996,0,0
32113,650385.482,124,0.001303346580891527,-5.152807004666617e-8,-0.00001058746224687256
32114,651125.1732,125,0.0012929283787984128,-1.408452891303053e-8,-0.000010418202093114264
32115,651577.2068,126,0.001282675410141692,-2.2681872888915838e-8,-0.000010252968656720898
32116,652399.086,127,0.0012725837749271373,-1.227873295072442e-8,-0.000010091635214554617
32117,653056.5894,128,0.0012626496949375082,-1.5108788775280037e-8,-0.000009934079989629141
32118,654207.2204,129,0.001252869509016273,-8.499845668364402e-9,-0.000009780185921235253
32119,654330.5023,130,0.001243239668568832,-7.811236237790196e-8,-0.000009629840447440956
32120,654577.0661,131,0.0012337567332696311,-3.8460371308361945e-8,-0.000009482935299200829
32121,655481.1333,132,0.0012244173669642543,-1.033038949469408e-8,-0.000009339366305376792
32122,656138.6368,133,0.0012152183337562393,-1.3990850555191135e-8,-0.000009199033208014996
32123,656426.2946,134,0.00120615649426898,-3.150215112281994e-8,-0.000009061839487259317
32124,656919.4222,135,0.0011972288020736352,-1.8104223319369444e-8,-0.000008927692195344816
32126,656796.1403,137,0.001179764118243902,1.416646225417098e-7,-0.00001746468382973331
32126,657165.986,137,0.001179764118243902,0,0
32128,657946.7715,139,0.001162801643711925,-2.172488414804968e-8,-0.000016962474531977004
32129,658768.6509,140,0.0011545020138519198,-1.0098354892463962e-8,-0.000008299629860005105
32130,659426.1544,141,0.0011463200234435446,-1.2444025633894459e-8,-0.000008181990408375221
32131,660248.0339,142,0.0011382531889447675,-9.81510610591541e-9,-0.000008066834498777087
32132,660905.5375,143,0.0011302990962333433,-1.2097413172224319e-8,-0.000007954092711424162
32133,661398.6652,144,0.0011224553981981256,-1.5906017924396906e-8,-0.000007843698035217735
32134,661727.417,145,0.0011147198124299759,-2.3530170080134797e-8,-0.000007735585768149731
32135,662590.3906,146,0.001107090119007501,-8.84116666196357e-9,-0.000007629693422474921
32136,663617.7401,147,0.0010995641583731056,-7.325608893950188e-9,-0.000007525960634395361
32137,663330.0822,148,0.0010921398292950911,2.580957824558841e-8,-0.00000742432907801442
32138,664234.1498,149,0.0010848150869117593,-8.101985275582603e-9,-0.000007324742383331851
32139,664932.7475,150,0.0010775879408537014,-1.0345218797682006e-8,-0.0000072271460580578505
32140,665384.7813,151,0.0010704564534406436,-1.577644727685912e-8,-0.000007131487413057895
32141,665960.097,150,0.0010775879408537014,1.2395780982613369e-8,0.000007131487413057896
32143,666781.9767,152,0.0010634187379494253,-1.7239996199292062e-8,-0.000014169202904276139
32144,667316.1985,153,0.0010564729569498517,-1.3001680200195524e-8,-0.0000069457809995735614
32145,667644.9504,154,0.0010496173207053404,-2.0853525848863842e-8,-0.000006855636244511342
32146,667521.6685,155,0.0010428500856354383,5.489236513961253e-8,-0.0000067672350699021
32147,668302.4542,156,0.0010361695528374331,-8.556166945687013e-9,-0.000006680532798005161
32148,668959.958,157,0.0010295740666644267,-1.0031099703160612e-8,-0.000006595486173006449
32149,669740.7438,158,0.00102306201335737,-8.340383888969375e-9,-0.000006512053307056654
32150,670110.5898,159,0.0010166318197286862,-1.7386138091761152e-8,-0.0000064301936286838114
32151,671014.6576,160,0.0010102819518952282,-7.0236633065102455e-9,-0.000006349867833457985
32152,671384.5035,161,0.0010040109140584217,-1.6955812777179112e-8,-0.000006271037836806572
32153,671589.9735,162,0.0009978172473295607,-3.0143898033103645e-8,-0.000006193666728860963
32154,671836.5374,163,0.000991699528598319,-2.481189959779237e-8,-0.000006117718731241768
32155,672370.7594,164,0.000985656369442627,-1.131207467250039e-8,-0.000006043159155691945
32156,672740.6053,165,0.000979686415078169,-1.6141734610163113e-8,-0.000005969954364458104
32158,673398.1092,167,0.0009679608637354634,-1.7833432383758332e-8,-0.000011725551342705513
32159,673973.4252,168,0.0009622027164445969,-1.0008668785268273e-8,-0.000005758147290866483
32160,674261.0832,169,0.0009565126714704107,-1.9780590055508377e-8,-0.000005690044974186194
32161,674466.5532,170,0.0009508895277338387,-2.7367225077007526e-8,-0.0000056231437365719715
32162,674507.6472,171,0.0009453321122343458,-1.3523666470743525e-7,-0.000005557415499492886
32163,675288.4331,172,0.0009398392792341803,-7.0350053710824224e-9,-0.000005492833000165544
32164,675452.8091,173,0.0009344099094708996,-3.303018544850204e-8,-0.0000054293697632806955
32165,675576.0911,174,0.0009290429093970351,-4.3534336511933445e-8,-0.0000053670000738644625
32166,676110.3131,175,0.0009237372104458101,-9.931636943488666e-9,-0.000005305698951225068
32167,676151.4071,176,0.0009184917683218751,-1.2764496335096625e-7,-0.000005245442123934978
32168,676397.9712,177,0.0009133055623160732,-2.103390560831991e-8,-0.00000518620600580195
32169,676315.7832,178,0.0009081775946432882,6.23931434367528e-8,-0.0000051279676727849525
32170,676439.0652,179,0.0009031068898024764,-4.1130942398821924e-8,-0.000005070704840811832
32171,677096.5692,180,0.0008980924939580177,-7.626411161693498e-9,-0.000005014395844458682
32172,676521.2532,181,0.0008931334743415637,8.619644884644368e-9,-0.000004959019616453987
32173,677014.3812,182,0.0008882289186735926,-9.945806500486633e-9,-0.000004904555667971074
32174,677178.7572,183,0.00088337793460392,-2.951151061998815e-8,-0.000004850984069672574
32176,677507.5092,185,0.0008738332082754301,-2.9033211443551973e-8,-0.000009544726328489976
32177,677754.0732,186,0.0008691377761786926,-1.9043461724895956e-8,-0.000004695432096737495
32178,678123.9193,187,0.0008644925350070129,-1.2559930121421096e-8,-0.0000046452411716796935
32179,678165.0133,188,0.0008598966842792183,-1.1183751223511889e-7,-0.000004595850727794558
32180,678082.8253,189,0.0008553494404463239,5.532734502477681e-8,-0.00000454724383289445
32181,678781.4234,190,0.0008508500364461897,-6.440618719310178e-9,-0.000004499404000134167
32182,679151.2694,191,0.0008463977212721607,-1.203829478763792e-8,-0.000004452315174028969
32183,679397.8334,192,0.0008419917595551785,-1.786944451331924e-8,-0.000004405961716982278
32184,679397.8334,193,0.0008376314311588779,-1.786944451331924e-8,-0.000004405961716982278
32185,679521.1155,194,0.0008333160307872003,-3.500427370785585e-8,-0.000004315400371677613
32186,680055.3376,195,0.000829044867604073,-7.995107621206975e-9,-0.000004271163183127303
32187,680301.9016,196,0.0008248172648647258,-1.714606649529947e-8,-0.000004227602739347242
32188,680507.3716,197,0.0008206325595582299,-2.036650268407291e-8,-0.0000041847053064958915
32189,680959.4057,198,0.0008164901020608643,-9.164037618766212e-9,-0.0000041424574973655684
32190,681616.9099,199,0.0008123892557999272,-6.236988692904683e-9,-0.000004100846260937131
32192,681288.1578,201,0.0008043099140047095,2.4575787638222054e-8,-0.0000080793417952177
32192,681658.0039,201,0.0008043099140047095,0,0
32194,682151.132,203,0.0007963896904598072,-1.6061188857221428e-8,-0.000007920223544902335
32195,682603.1662,204,0.0007924877862841373,-8.631878242110614e-9,-0.0000039019041756698306
32196,682520.9781,205,0.0007886239303806178,4.701235219597679e-8,-0.0000038638559035195
32197,683137.3883,206,0.000784797568924657,-6.2074921147647515e-9,-0.000003826361455960825
32198,682931.9183,207,0.0007810081587882741,1.844264435870641e-8,-0.0000037894101363828907
32199,683671.6105,208,0.0007772551672830961,-5.0737205356205105e-9,-0.00000375299150517797
32200,683918.1746,209,0.0007735380719107293,-1.5075574150355778e-8,-0.0000037170953723668827
32201,684082.5506,210,0.0007698563601202589,-2.239811037178128e-8,-0.000003681711790470376
32202,684329.1147,211,0.0007662095290726422,-1.479060028453295e-8,-0.000003646831047616735
32203,684452.3968,212,0.0007625970854117662,-2.9302256052398327e-8,-0.0000036124436608760005
32204,685068.807,213,0.00075901854504195,-5.805452878320121e-9,-0.0000035785403698161255
32206,684863.3369,215,0.0007519612828034046,3.43469061364365e-8,-0.000007057262238545424
32207,685150.995,216,0.0007484816371290926,-1.2096463385915415e-8,-0.000003479645674312002
32208,685397.5591,217,0.0007450340467315396,-1.398253191585281e-8,-0.000003447590397552959
32209,685150.995,218,0.0007416180706910675,1.3854312288255832e-8,-0.0000034159760404721797
32210,685479.7472,219,0.0007382332761375459,-1.0295884114301506e-8,-0.0000033847945535215485
32211,685726.3113,220,0.0007348792380675335,-1.3603107954535875e-8,-0.000003354038070012429
32212,685890.6873,221,0.0007315555391663809,-2.0220098439867482e-8,-0.0000033236989011526177
32213,685972.8754,222,0.0007282617696351409,-4.0075990699855915e-8,-0.00000329376953123997
32214,686178.3455,223,0.0007249975270221317,-1.5886703773486572e-8,-0.0000032642426130092194
32215,686137.2514,224,0.000721762416059011,7.872446319818517e-8,-0.000003235110963120723
32216,686219.4395,225,0.0007185560485012193,-3.9012552398590004e-8,-0.000003206367557791667
32217,685849.5933,226,0.0007153780429726568,8.592775939193708e-9,-0.0000031780055285624735
